# ASY+PE method (with partition functions). 
# All quantities except Asy, RG_PE, and sumX are 
# log10(x). Log of absolute values for E and dE/dt, as
# they can be negative. UNITS: t and dt in s; E in erg; 
# dE/dt in erg/g/s; all others dimensionless 
#
#    t     dt     |E|  |dE/dt| Asy  Equil sumX    X(0)      X(1)      X(2)      X(3)      X(4)      X(5)      X(6)      X(7)      X(8)      X(9)      X(10)      X(11)      X(12)      X(13)      X(14)      X(15)    

+7.027 +5.985  9.911  2.883 0.312 0.000 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.327e+01 -2.806e+00
+7.055 +6.055  9.938  2.883 0.312 0.000 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.324e+01 -2.806e+00
+7.082 +6.082  9.966  2.883 0.250 0.000 1.000 -2.330e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.321e+01 -2.806e+00
+7.110 +6.110  9.993  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.319e+01 -2.806e+00
+7.137 +6.137 10.021  2.883 0.312 0.000 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.316e+01 -2.806e+00
+7.165 +6.165 10.048  2.883 0.312 0.000 1.000 -2.400e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.313e+01 -2.806e+00
+7.192 +6.192 10.076  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.310e+01 -2.806e+00
+7.220 +6.220 10.103  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.308e+01 -2.806e+00
+7.247 +6.247 10.131  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.305e+01 -2.806e+00
+7.275 +6.275 10.158  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.302e+01 -2.806e+00
+7.302 +6.302 10.186  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.299e+01 -2.806e+00
+7.330 +6.330 10.213  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.297e+01 -2.806e+00
+7.357 +6.357 10.241  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.294e+01 -2.806e+00
+7.385 +6.385 10.268  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.291e+01 -2.806e+00
+7.412 +6.412 10.296  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.288e+01 -2.806e+00
+7.440 +6.440 10.323  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.286e+01 -2.806e+00
+7.467 +6.467 10.351  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.436e+00 -1.180e+01 -2.957e+00 -5.360e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.283e+01 -2.806e+00
+7.495 +6.495 10.378  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.280e+01 -2.806e+00
+7.522 +6.522 10.406  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.277e+01 -2.806e+00
+7.550 +6.550 10.433  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.275e+01 -2.806e+00
+7.577 +6.577 10.461  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.272e+01 -2.806e+00
+7.605 +6.605 10.488  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.269e+01 -2.806e+00
+7.632 +6.632 10.516  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.266e+01 -2.806e+00
+7.660 +6.660 10.543  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.264e+01 -2.806e+00
+7.687 +6.687 10.571  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.361e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.261e+01 -2.806e+00
+7.715 +6.715 10.598  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.362e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.258e+01 -2.806e+00
+7.742 +6.742 10.626  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.362e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.255e+01 -2.806e+00
+7.770 +6.770 10.653  2.883 0.250 0.000 1.000   nan -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.362e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.253e+01 -2.806e+00
+7.797 +6.797 10.680  2.883 0.250 0.000 1.000 -2.321e+01 -1.496e-01 -5.591e-01 -2.517e+00 -4.435e+00 -1.180e+01 -2.957e+00 -5.362e+00 -1.509e+01 -2.017e+00 -5.305e+00 -4.662e+00 -1.631e+01 -1.751e+01 -1.250e+01 -2.806e+00
